Invoice Number,Payment Method,Payment Date,Sales person,Dynamic Data Masking,Email,,,,,,,,
INV-12279,Check,5-May-24,,,,,,,,,,,
INV-28311,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-65234,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-87570,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-80876,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-51769,Credit Card,7-Apr-24,,,,,,,,,,,
INV-55264,Check,26-Apr-24,,,,,,,,,,,
INV-15566,Credit Card,6-May-24,,,,,,,,,,,
INV-11221,Credit Card,24-Apr-24,,,,,,,,,,,
INV-85641,Check,27-Apr-24,,,,,,,,,,,
INV-38058,Credit Card,22-Apr-24,,,,,,,,,,,
INV-56428,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-89192,Check,6-May-24,,,,,,,,,,,
INV-92779,Credit Card,6-May-24,,,,,,,,,,,
INV-39153,Credit Card,5-May-24,,,,,,,,,,,
INV-30675,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-55182,Credit Card,21-Apr-24,,,,,,,,,,,
INV-25599,Credit Card,10-Apr-24,,,,,,,,,,,
INV-70300,ACH Transfer,2-May-24,,,,,,,,,,,
INV-84592,Check,13-Apr-24,,,,,,,,,,,
INV-83742,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-72071,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-77918,Credit Card,4-May-24,,,,,,,,,,,
INV-91956,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-56018,Wire Transfer,4-May-24,,,,,,,,,,,
INV-68068,ACH Transfer,2-May-24,,,,,,,,,,,
INV-74584,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-27115,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-56567,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-60612,Credit Card,13-Apr-24,,,,,,,,,,,
INV-80461,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-68127,Credit Card,7-Apr-24,,,,,,,,,,,
INV-18699,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-52410,ACH Transfer,3-May-24,,,,,,,,,,,
INV-49799,ACH Transfer,4-May-24,,,,,,,,,,,
INV-44729,Check,27-Apr-24,,,,,,,,,,,
INV-41126,Check,1-May-24,,,,,,,,,,,
INV-66044,Credit Card,2-May-24,,,,,,,,,,,
INV-66852,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-80152,Credit Card,8-Apr-24,,,,,,,,,,,
INV-57998,Credit Card,12-Apr-24,,,,,,,,,,,
INV-64693,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-35132,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-28030,ACH Transfer,4-May-24,,,,,,,,,,,
INV-64852,Check,30-Apr-24,,,,,,,,,,,
INV-23590,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-35222,Check,30-Apr-24,,,,,,,,,,,
INV-13852,Check,6-May-24,,,,,,,,,,,
INV-32572,Credit Card,6-May-24,,,,,,,,,,,
INV-36582,Wire Transfer,4-May-24,,,,,,,,,,,
INV-99518,Wire Transfer,4-May-24,,,,,,,,,,,
INV-77609,Wire Transfer,3-May-24,,,,,,,,,,,
INV-30335,ACH Transfer,2-May-24,,,,,,,,,,,
INV-80129,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-90704,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-78427,ACH Transfer,6-May-24,,,,,,,,,,,
INV-69980,Credit Card,6-May-24,,,,,,,,,,,
INV-37546,Check,30-Apr-24,,,,,,,,,,,
INV-23248,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-55185,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-14877,Credit Card,1-May-24,,,,,,,,,,,
INV-53098,Check,30-Apr-24,,,,,,,,,,,
INV-76108,Credit Card,27-Apr-24,,,,,,,,,,,
INV-33966,Check,1-May-24,,,,,,,,,,,
INV-60620,Credit Card,13-Apr-24,,,,,,,,,,,
INV-43555,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-33397,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-99033,Credit Card,5-May-24,,,,,,,,,,,
INV-16534,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-28843,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-82846,Credit Card,15-Apr-24,,,,,,,,,,,
INV-13207,Credit Card,23-Apr-24,,,,,,,,,,,
INV-96780,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-36380,Credit Card,17-Apr-24,,,,,,,,,,,
INV-56743,Credit Card,27-Apr-24,,,,,,,,,,,
INV-38696,ACH Transfer,2-May-24,,,,,,,,,,,
INV-54304,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-18298,Check,10-Apr-24,,,,,,,,,,,
INV-84961,Credit Card,7-Apr-24,,,,,,,,,,,
INV-14635,Check,18-Apr-24,,,,,,,,,,,
INV-10071,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-86459,Wire Transfer,2-May-24,,,,,,,,,,,
INV-26231,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-45907,Credit Card,14-Apr-24,,,,,,,,,,,
INV-74756,Credit Card,12-Apr-24,,,,,,,,,,,
INV-77059,Credit Card,12-Apr-24,,,,,,,,,,,
INV-57129,Credit Card,11-Apr-24,,,,,,,,,,,
INV-68598,Check,16-Apr-24,,,,,,,,,,,
INV-65201,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-40168,Wire Transfer,5-May-24,,,,,,,,,,,
INV-62281,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-74794,Check,27-Apr-24,,,,,,,,,,,
INV-61103,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-68245,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-55301,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-15681,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-54282,ACH Transfer,3-May-24,,,,,,,,,,,
INV-26088,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-25569,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-28608,Check,15-Apr-24,,,,,,,,,,,
INV-97073,Check,11-Apr-24,,,,,,,,,,,
INV-77689,Check,11-Apr-24,,,,,,,,,,,
INV-42520,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-39506,Check,16-Apr-24,,,,,,,,,,,
INV-13017,Wire Transfer,4-May-24,,,,,,,,,,,
INV-77137,ACH Transfer,6-May-24,,,,,,,,,,,
INV-96573,Wire Transfer,1-May-24,,,,,,,,,,,
INV-77123,Check,20-Apr-24,,,,,,,,,,,
INV-55331,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-22994,Check,25-Apr-24,,,,,,,,,,,
INV-37248,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-62485,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-55505,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-63642,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-98544,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-60950,Check,19-Apr-24,,,,,,,,,,,
INV-69779,Credit Card,18-Apr-24,,,,,,,,,,,
INV-18371,Credit Card,2-May-24,,,,,,,,,,,
INV-16874,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-44116,Credit Card,18-Apr-24,,,,,,,,,,,
INV-21851,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-71103,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-60313,Credit Card,30-Apr-24,,,,,,,,,,,
INV-31650,Check,9-Apr-24,,,,,,,,,,,
INV-47863,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-38711,Credit Card,7-Apr-24,,,,,,,,,,,
INV-22146,Check,28-Apr-24,,,,,,,,,,,
INV-92958,ACH Transfer,1-May-24,,,,,,,,,,,
INV-21387,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-61733,Credit Card,27-Apr-24,,,,,,,,,,,
INV-43469,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-97173,Credit Card,8-Apr-24,,,,,,,,,,,
INV-64742,Check,3-May-24,,,,,,,,,,,
INV-27250,Check,24-Apr-24,,,,,,,,,,,
INV-20089,Credit Card,30-Apr-24,,,,,,,,,,,
INV-32214,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-18240,Credit Card,12-Apr-24,,,,,,,,,,,
INV-70813,Credit Card,9-Apr-24,,,,,,,,,,,
INV-44559,Wire Transfer,6-May-24,,,,,,,,,,,
INV-35650,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-28456,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-63460,Check,18-Apr-24,,,,,,,,,,,
INV-71024,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-92603,Check,10-Apr-24,,,,,,,,,,,
INV-18168,Check,6-May-24,,,,,,,,,,,
INV-88311,Credit Card,9-Apr-24,,,,,,,,,,,
INV-90063,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-65080,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-28269,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-42533,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-33114,Check,17-Apr-24,,,,,,,,,,,
INV-23987,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-92467,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-18115,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-52073,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-94462,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-96400,Check,4-May-24,,,,,,,,,,,
INV-70429,Check,10-Apr-24,,,,,,,,,,,
INV-44089,Credit Card,25-Apr-24,,,,,,,,,,,
INV-95201,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-14587,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-23990,Wire Transfer,5-May-24,,,,,,,,,,,
INV-18630,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-46548,Credit Card,17-Apr-24,,,,,,,,,,,
INV-29804,Check,7-Apr-24,,,,,,,,,,,
INV-31527,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-42398,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-90188,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-16350,Wire Transfer,6-May-24,,,,,,,,,,,
INV-51904,Check,11-Apr-24,,,,,,,,,,,
INV-29952,Check,14-Apr-24,,,,,,,,,,,
INV-48697,Credit Card,14-Apr-24,,,,,,,,,,,
INV-62219,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-64864,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-82315,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-58723,Check,1-May-24,,,,,,,,,,,
INV-93072,Credit Card,20-Apr-24,,,,,,,,,,,
INV-21769,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-79237,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-31481,Credit Card,29-Apr-24,,,,,,,,,,,
INV-39069,Check,21-Apr-24,,,,,,,,,,,
INV-62981,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-96344,Check,27-Apr-24,,,,,,,,,,,
INV-37595,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-22649,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-28556,Check,23-Apr-24,,,,,,,,,,,
INV-78130,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-21489,Check,21-Apr-24,,,,,,,,,,,
INV-23464,ACH Transfer,5-May-24,,,,,,,,,,,
INV-60772,Credit Card,9-Apr-24,,,,,,,,,,,
INV-63666,Credit Card,9-Apr-24,,,,,,,,,,,
INV-81066,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-66294,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-30949,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-17437,Wire Transfer,5-May-24,,,,,,,,,,,
INV-73804,Check,27-Apr-24,,,,,,,,,,,
INV-95768,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-37687,Check,26-Apr-24,,,,,,,,,,,
INV-25788,Credit Card,6-May-24,,,,,,,,,,,
INV-89447,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-70393,Credit Card,22-Apr-24,,,,,,,,,,,
INV-37667,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-91331,Check,23-Apr-24,,,,,,,,,,,
INV-59233,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-52284,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-19561,Credit Card,18-Apr-24,,,,,,,,,,,
INV-77328,Check,14-Apr-24,,,,,,,,,,,
INV-87055,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-86949,Check,23-Apr-24,,,,,,,,,,,
INV-72702,Credit Card,26-Apr-24,,,,,,,,,,,
INV-37421,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-70420,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-47471,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-41410,Check,24-Apr-24,,,,,,,,,,,
INV-16645,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-54545,Credit Card,15-Apr-24,,,,,,,,,,,
INV-71249,Check,29-Apr-24,,,,,,,,,,,
INV-57951,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-24389,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-60219,Check,11-Apr-24,,,,,,,,,,,
INV-95109,Credit Card,6-May-24,,,,,,,,,,,
INV-97459,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-26133,Check,29-Apr-24,,,,,,,,,,,
INV-50575,Wire Transfer,1-May-24,,,,,,,,,,,
INV-36073,ACH Transfer,2-May-24,,,,,,,,,,,
INV-50267,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-51952,Check,26-Apr-24,,,,,,,,,,,
INV-52193,Credit Card,28-Apr-24,,,,,,,,,,,
INV-34662,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-86979,Credit Card,22-Apr-24,,,,,,,,,,,
INV-92039,Credit Card,3-May-24,,,,,,,,,,,
INV-11931,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-77609,Check,23-Apr-24,,,,,,,,,,,
INV-52635,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-12600,ACH Transfer,2-May-24,,,,,,,,,,,
INV-74548,Check,19-Apr-24,,,,,,,,,,,
INV-24600,Wire Transfer,5-May-24,,,,,,,,,,,
INV-56610,Wire Transfer,5-May-24,,,,,,,,,,,
INV-52972,Credit Card,12-Apr-24,,,,,,,,,,,
INV-99576,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-24503,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-85584,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-82013,Check,26-Apr-24,,,,,,,,,,,
INV-16245,Credit Card,3-May-24,,,,,,,,,,,
INV-38258,Credit Card,29-Apr-24,,,,,,,,,,,
INV-99327,Credit Card,10-Apr-24,,,,,,,,,,,
INV-68144,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-77208,Credit Card,11-Apr-24,,,,,,,,,,,
INV-89297,Check,7-Apr-24,,,,,,,,,,,
INV-94091,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-42186,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-11462,Check,3-May-24,,,,,,,,,,,
INV-96882,Credit Card,17-Apr-24,,,,,,,,,,,
INV-40972,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-43157,Credit Card,24-Apr-24,,,,,,,,,,,
INV-77076,Wire Transfer,2-May-24,,,,,,,,,,,
INV-41578,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-88134,Credit Card,6-May-24,,,,,,,,,,,
INV-28095,Check,16-Apr-24,,,,,,,,,,,
INV-29160,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-67624,Credit Card,1-May-24,,,,,,,,,,,
INV-30635,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-99571,Credit Card,19-Apr-24,,,,,,,,,,,
INV-88136,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-50807,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-81754,Credit Card,2-May-24,,,,,,,,,,,
INV-86635,Check,2-May-24,,,,,,,,,,,
INV-77614,Wire Transfer,5-May-24,,,,,,,,,,,
INV-83314,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-83379,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-15387,Check,12-Apr-24,,,,,,,,,,,
INV-32722,Credit Card,3-May-24,,,,,,,,,,,
INV-20726,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-15930,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-69837,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-48309,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-45903,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-80009,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-59790,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-58421,Check,17-Apr-24,,,,,,,,,,,
INV-59568,Check,14-Apr-24,,,,,,,,,,,
INV-56475,Check,19-Apr-24,,,,,,,,,,,
INV-87215,Wire Transfer,4-May-24,,,,,,,,,,,
INV-50197,Wire Transfer,4-May-24,,,,,,,,,,,
INV-43010,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-66655,Credit Card,30-Apr-24,,,,,,,,,,,
INV-13189,Check,11-Apr-24,,,,,,,,,,,
INV-44879,Check,19-Apr-24,,,,,,,,,,,
INV-26479,Credit Card,23-Apr-24,,,,,,,,,,,
INV-46917,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-57059,Check,14-Apr-24,,,,,,,,,,,
INV-13087,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-34480,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-51620,Check,10-Apr-24,,,,,,,,,,,
INV-96778,Credit Card,29-Apr-24,,,,,,,,,,,
INV-72459,Check,19-Apr-24,,,,,,,,,,,
INV-68593,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-55216,Credit Card,7-Apr-24,,,,,,,,,,,
INV-76842,Credit Card,30-Apr-24,,,,,,,,,,,
INV-98798,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-89850,Check,5-May-24,,,,,,,,,,,
INV-62017,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-46754,Check,22-Apr-24,,,,,,,,,,,
INV-42184,Credit Card,28-Apr-24,,,,,,,,,,,
INV-17350,Check,1-May-24,,,,,,,,,,,
INV-12636,Credit Card,23-Apr-24,,,,,,,,,,,
INV-86558,Check,25-Apr-24,,,,,,,,,,,
INV-27922,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-24323,Credit Card,17-Apr-24,,,,,,,,,,,
INV-55218,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-83001,Wire Transfer,6-May-24,,,,,,,,,,,
INV-68659,Credit Card,8-Apr-24,,,,,,,,,,,
INV-95769,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-10055,Check,30-Apr-24,,,,,,,,,,,
INV-43985,Check,6-May-24,,,,,,,,,,,
INV-49500,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-67733,Check,4-May-24,,,,,,,,,,,
INV-76738,Check,25-Apr-24,,,,,,,,,,,
INV-34858,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-15207,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-83954,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-78365,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-43946,Check,11-Apr-24,,,,,,,,,,,
INV-83890,Check,4-May-24,,,,,,,,,,,
INV-35210,Credit Card,25-Apr-24,,,,,,,,,,,
INV-26334,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-50778,Credit Card,28-Apr-24,,,,,,,,,,,
INV-70212,Check,19-Apr-24,,,,,,,,,,,
INV-40672,Check,10-Apr-24,,,,,,,,,,,
INV-44988,Credit Card,18-Apr-24,,,,,,,,,,,
INV-77562,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-43865,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-62175,Credit Card,17-Apr-24,,,,,,,,,,,
INV-50444,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-16734,Check,2-May-24,,,,,,,,,,,
INV-95088,Credit Card,8-Apr-24,,,,,,,,,,,
INV-71000,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-77061,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-94007,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-76819,Check,16-Apr-24,,,,,,,,,,,
INV-74409,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-98050,Check,4-May-24,,,,,,,,,,,
INV-54764,Credit Card,23-Apr-24,,,,,,,,,,,
INV-96128,Check,28-Apr-24,,,,,,,,,,,
INV-99638,Credit Card,8-Apr-24,,,,,,,,,,,
INV-92482,Credit Card,17-Apr-24,,,,,,,,,,,
INV-48831,Check,12-Apr-24,,,,,,,,,,,
INV-45457,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-54513,Check,16-Apr-24,,,,,,,,,,,
INV-72493,Credit Card,1-May-24,,,,,,,,,,,
INV-35737,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-17358,Credit Card,1-May-24,,,,,,,,,,,
INV-24985,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-55073,Wire Transfer,1-May-24,,,,,,,,,,,
INV-71795,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-43334,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-85619,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-39882,ACH Transfer,3-May-24,,,,,,,,,,,
INV-68632,ACH Transfer,1-May-24,,,,,,,,,,,
INV-70869,Check,22-Apr-24,,,,,,,,,,,
INV-77636,Check,29-Apr-24,,,,,,,,,,,
INV-40195,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-87585,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-91453,Check,14-Apr-24,,,,,,,,,,,
INV-95091,ACH Transfer,5-May-24,,,,,,,,,,,
INV-59272,Credit Card,1-May-24,,,,,,,,,,,
INV-72249,Check,1-May-24,,,,,,,,,,,
INV-90691,Credit Card,19-Apr-24,,,,,,,,,,,
INV-91928,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-70388,ACH Transfer,6-May-24,,,,,,,,,,,
INV-18443,Credit Card,18-Apr-24,,,,,,,,,,,
INV-92067,Check,17-Apr-24,,,,,,,,,,,
INV-33916,ACH Transfer,2-May-24,,,,,,,,,,,
INV-79664,ACH Transfer,5-May-24,,,,,,,,,,,
INV-62515,Check,22-Apr-24,,,,,,,,,,,
INV-78705,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-56037,Check,17-Apr-24,,,,,,,,,,,
INV-39678,Credit Card,10-Apr-24,,,,,,,,,,,
INV-22751,Check,9-Apr-24,,,,,,,,,,,
INV-38280,Check,16-Apr-24,,,,,,,,,,,
INV-17158,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-92128,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-58578,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-54601,Check,26-Apr-24,,,,,,,,,,,
INV-45520,Credit Card,4-May-24,,,,,,,,,,,
INV-10945,Check,13-Apr-24,,,,,,,,,,,
INV-89390,Check,9-Apr-24,,,,,,,,,,,
INV-29801,Check,12-Apr-24,,,,,,,,,,,
INV-34293,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-49732,Check,4-May-24,,,,,,,,,,,
INV-68908,Check,26-Apr-24,,,,,,,,,,,
INV-14271,Wire Transfer,1-May-24,,,,,,,,,,,
INV-61166,Credit Card,18-Apr-24,,,,,,,,,,,
INV-14962,ACH Transfer,6-May-24,,,,,,,,,,,
INV-57518,ACH Transfer,2-May-24,,,,,,,,,,,
INV-46206,Check,18-Apr-24,,,,,,,,,,,
INV-35804,Credit Card,8-Apr-24,,,,,,,,,,,
INV-39028,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-23197,Check,6-May-24,,,,,,,,,,,
INV-44645,Credit Card,9-Apr-24,,,,,,,,,,,
INV-13180,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-11850,Check,28-Apr-24,,,,,,,,,,,
INV-81998,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-22832,Check,15-Apr-24,,,,,,,,,,,
INV-85118,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-12475,Check,7-Apr-24,,,,,,,,,,,
INV-61764,Check,9-Apr-24,,,,,,,,,,,
INV-88785,Check,18-Apr-24,,,,,,,,,,,
INV-89174,Credit Card,1-May-24,,,,,,,,,,,
INV-90551,Check,4-May-24,,,,,,,,,,,
INV-84691,Check,27-Apr-24,,,,,,,,,,,
INV-92318,Credit Card,27-Apr-24,,,,,,,,,,,
INV-53550,Check,3-May-24,,,,,,,,,,,
INV-20719,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-96013,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-19937,Credit Card,8-Apr-24,,,,,,,,,,,
INV-66852,Check,9-Apr-24,,,,,,,,,,,
INV-16673,Check,18-Apr-24,,,,,,,,,,,
INV-87963,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-46938,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-59914,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-27945,Check,13-Apr-24,,,,,,,,,,,
INV-18692,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-43076,Credit Card,18-Apr-24,,,,,,,,,,,
INV-72015,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-34107,Check,12-Apr-24,,,,,,,,,,,
INV-22906,ACH Transfer,1-May-24,,,,,,,,,,,
INV-74900,Check,13-Apr-24,,,,,,,,,,,
INV-32285,Check,8-Apr-24,,,,,,,,,,,
INV-93389,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-71817,Check,14-Apr-24,,,,,,,,,,,
INV-29881,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-15584,Credit Card,13-Apr-24,,,,,,,,,,,
INV-11187,Check,6-May-24,,,,,,,,,,,
INV-11534,Credit Card,13-Apr-24,,,,,,,,,,,
INV-61631,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-86227,Credit Card,25-Apr-24,,,,,,,,,,,
INV-47457,Check,23-Apr-24,,,,,,,,,,,
INV-73170,Credit Card,4-May-24,,,,,,,,,,,
INV-10269,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-49244,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-99334,Credit Card,8-Apr-24,,,,,,,,,,,
INV-53203,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-89772,Credit Card,5-May-24,,,,,,,,,,,
INV-23419,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-88969,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-13419,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-34966,Check,22-Apr-24,,,,,,,,,,,
INV-25979,Check,12-Apr-24,,,,,,,,,,,
INV-86907,Check,30-Apr-24,,,,,,,,,,,
INV-71611,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-40033,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-77189,ACH Transfer,15-Apr-24,,,,,,,,,,,
